,City,State,Latitude,Longitude
59234,Jacksonville,FL,,
59235,Phoenix,AZ,,
59236,Byron,MN,,
59237,Lamoine,ME,,
59238,Sterling,VA,,
59239,Cape Coral,FL,,
59240,Macomb,MI,,
59241,Porterville,CA,,
59242,Detroit,MI,,
59243,Lindsborg,KS,,
59244,Nampa,ID,,
59245,Harstene Island,WA,,
59246,Central Point,OR,,
59247,Astoria,OR,,
59248,North Wilkesboro,NC,,
59249,Raleigh,NC,,
59250,New Haven/Fair Haven/ East Haven,CT,,
59252,Newport,ME,,
59253,Lancaster,CA,,
59254,Enosburg Falls,VT,,
59255,San Bernardino,CA,,
59256,Gatlinburg,TN,,
59257,Anaheim,CA,,
59259,Chicago,IL,,
59260,Tullahoma,TN,,
59261,Columbus,OH,,
59262,Palermo,NY,,
59263,Nampa,ID,,
59264,Oscoda/Greenbush/Harrisville,MI,,
59265,Moore,OK,,
59266,Downingtown,PA,,
59267,Schuylerville,NY,,
59268,Springfield,IL,,
59270,Mesa,AZ,,
59271,Melbourne,FL,,
59272,Glenpool,OK,,
59273,Spanaway,WA,,
59274,Parkland,WA,,
59275,Cloud Croft,NM,,
59276,Chandler,AZ,,
59277,Lindenhurst,NY,,
59278,Clarksburg,MO,,
59279,Godfrey,IL,,
59280,Rochester,NY,,
59281,Greeley,CO,,
59282,New York City (Maspeth),NY,,
59283,Portland,ME,,
59284,McPherson,KS,,
59285,Irving,TX,,
59286,Denver,CO,,
59287,Orange Park,FL,,
59288,Las Vegas,NV,,
59289,Las Vegas,NV,,
59290,Elkhart,IN,,
59291,Frostburg,MD,,
59292,Southampton,PA,,
59293,Sitka,AK,,
59294,Puyallup,WA,,
59295,Otter Tail,MN,,
59296,Hickory,NC,,
59297,East Los Angeles,CA,,
59298,Olympia,WA,,
59299,Rahway,NJ,,
59300,Romulus,MI,,
59301,Saginaw,MI,,
59302,Louisville,KY,,
59303,Topsfield,ME,,
59304,Royal Palm Beach,FL,,
59305,Buffalo,WV,,
59306,Sugar Land,TX,,
59307,Redmond,WA,,
59309,Vero Beach,FL,,
59310,Freehold,NJ,,
59311,Bonita Springs,FL,,
59312,Marysville,WA,,
59313,Coon Rapids,MN,,
59314,Springfield,OH,,
59315,Dallas,TX,,
59316,Middletown,NY,,
59317,Hudson,WI,,
59318,Cedar Rapids,IA,,
59319,Johnstown,PA,,
59320,New York City (Manhattan),NY,,
59321,New York City (Brooklyn),NY,,
59322,Franklin,NH,,
59323,Middletown,NY,,
59324,Martinsburg,PA,,
59325,Middletown,NY,,
59326,Oak Lawn,IL,,
59327,Sarasota,FL,,
59328,Novi,MI,,
59329,Myersville,MD,,
59330,Bellevue,WA,,
59331,Sandusky,OH,,
59333,Seattle,WA,,
59334,Wisconsin Dells,WI,,
59335,Bemidji,MN,,
59336,Longview,WA,,
59337,Leesburg,VA,,
59338,Livonia,MI,,
59339,Leesburg,VA,,
59340,Greensboro,NC,,
59341,Provo,UT,,
59342,Uniontown,PA,,
59343,Webster,NY,,
59344,Chesapeake,VA,,
59345,Sandusky,OH,,
59346,Vancouver,WA,,
59347,Jackson,WI,,
59348,Acworth,GA,,
59349,Wellington,FL,,
59350,Tomahawk,WI,,
59351,Minocqua (town of),WI,,
59352,West Chester,OH,,
59353,Patchogue,NY,,
59354,Monroe,NC,,
59355,Westminster,CO,,
59357,Littleton,CO,,
59358,Kansas,KS,,
59359,Perrysburg,OH,,
59360,Chicago,IL,,
59361,Cape Coral,FL,,
59362,Johnston,RI,,
59363,Grove,OK,,
59364,Thornton,CO,,
59365,Warrendale,PA,,
59366,Columbia,MO,,
59367,Justice,IL,,
59368,Brunswick,OH,,
59369,Pacific,MO,,
59370,Carson city,NV,,
59371,Brick,NJ,,
59372,Levittown,NY,,
59373,Colfax,NC,,
59374,Albuquerque,NM,,
59375,Ashland,OR,,
59376,Bethlehem,PA,,
59377,Ottawa,IL,,
59378,Port Charlotte,FL,,
59379,Derby,KS,,
59380,Hanover Township,PA,,
59381,Palm Bay,FL,,
59383,Inman,SC,,
59384,Duncannon,PA,,
59385,Auburn,NE,,
59386,Boca Raton,FL,,
59387,Syracuse,NY,,
59388,Dix Hills,NY,,
59389,Lake Wylie,SC,,
59390,Scotch Plains,NJ,,
59391,Seattle,WA,,
59392,Whittier,CA,,
59393,Seaside,OR,,
59394,Machesney Park,IL,,
59395,Tempe,AZ,,
59396,San Mateo,CA,,
59397,Highlands Ranch,CO,,
59398,Sharon,PA,,
59399,Panama City Beach,FL,,
59400,Hollywood,FL,,
59401,Vero Beach,FL,,
59402,Crystal Lake,IL,,
59403,Greensboro,NC,,
59404,Tempe,AZ,,
59405,Ocala,FL,,
59406,Farmington,MO,,
59407,Cincinnati,OH,,
59408,Syracuse,NY,,
59409,Greensboro,NC,,
59410,Green Bay,WI,,
59411,Montgomery,AL,,
59412,Mira Loma,CA,,
59413,Greenfield,MA,,
59414,Worcester,MA,,
59415,Tucson,AZ,,
59416,Maspeth,NY,,
59417,Sykesville,MD,,
59418,Stallings,NC,,
59419,Providence,RI,,
59420,Las Vegas,NV,,
59421,Red Rock (Las Vegas),NV,,
59422,Backus,MN,,
59423,Canton/Marietta,GA,,
59424,Dale City,VA,,
59425,Chicago,IL,,
59426,Poughkeepsie,NY,,
59428,Lincoln,NE,,
59429,Surfside Beach,SC,,
59430,Strasburg,OH,,
59431,Redlands,CA,,
59432,Gilroy,CA,,
59433,Keansburgh,NJ,,
59434,Strasburg,OH,,
59435,Wellington,FL,,
59436,Merced,CA,,
59437,Taylors,SC,,
59438,Front Royal,VA,,
59439,Plainview,NY,,
59440,Syracuse,NY,,
59441,Tacoma,WA,,
59442,Independence,MO,,
59443,Toms River,NJ,,
59444,Mesa,AZ,,
59445,Carmichael,CA,,
59446,Buffalo Creek Area Campground,CO,,
59447,Butler,MO,,
59448,Manitowoc,WI,,
59449,Toledo,OH,,
59450,Hatboro,PA,,
59451,Chillicothe,MO,,
59452,Ocean Springs,MS,,
59453,Albuquerque,NM,,
59454,Greensboro,NC,,
59455,Westbrook,ME,,
59456,Seacaucus,NJ,,
59457,Nags Head,NC,,
59458,Pinellas Park,FL,,
59459,Freeland,PA,,
59460,Marquette,MI,,
59461,Fairland,IN,,
59462,Ione,WA,,
59463,York,NE,,
59464,North Aurora,IL,,
59465,Lakeside,OR,,
59466,Universal City,CA,,
59467,Bangor and Bloomingdale (between),MI,,
59468,Tyrone Township,MI,,
59469,Altoona,PA,,
59470,Weldon Spring,MO,,
59471,Post Falls/Stateline,WA,,
59472,Henderson Bay,NY,,
59473,Westminster,CO,,
59474,Montpelier,VT,,
59475,Niles,IL,,
59476,Old Orchard Beach,ME,,
59477,Columbus,OH,,
59478,Pawtucket,RI,,
59479,Algonquin,IL,,
59480,Phoenix,NY,,
59481,Flowery Branch,GA,,
59482,Kingston,TN,,
59483,Elberta,AL,,
59484,Columbus,OH,,
59485,Stony Point,NC,,
59486,Eugene,OR,,
59487,Miami,FL,,
59488,Denver,CO,,
59489,Portland,OR,,
59490,Walker,LA,,
59491,York,PA,,
59492,Eagle Point,OR,,
59494,Oswego,IL,,
59495,Lock Haven,PA,,
59496,Livonia,MI,,
59497,Elkhorn,WI,,
59498,Seattle,WA,,
59499,Pinckney,MI,,
59500,Fulton,IL,,
59501,Concordia,KS,,
59502,Racine,WI,,
59503,Midland,NC,,
59504,Makinen,MN,,
59505,Winston-Salem,NC,,
59506,Palatine,IL,,
59507,Greenfield,WI,,
59508,Mead,CO,,
59509,Salie,MI,,
59510,Tifton,GA,,
59512,Omak,WA,,
59513,Crown City,OH,,
59515,Memphis,TN,,
59516,Laurel,MD,,
59517,Atlanta,GA,,
59518,Madera,CA,,
59519,Phillips,WI,,
59520,Centerton,AR,,
59521,Summerfield,FL,,
59522,Montpelier,VT,,
59525,Goodyear (in flight),AZ,,
59526,Tampa,FL,,
59527,St. George,UT,,
59528,Mesa,AZ,,
59529,Shirley,NY,,
59530,Calhoun,LA,,
59531,Walpole,NH,,
59533,Long Beach,CA,,
59536,Coppell,TX,,
59537,Kenner,LA,,
59538,Seymour,IN,,
59539,Meadowview,VA,,
59540,Fraser,MI,,
59541,Hicksville,NY,,
59542,Allen Park,MI,,
59543,Broomfield,CO,,
59544,Portland,OR,,
59545,Hemet,CA,,
59546,Homestead,FL,,
59547,Hilo,HI,,
59548,Holladay,UT,,
59549,Ocean View,HI,,
59550,Freeport,MI,,
59551,Syracuse,NY,,
59552,Selden,NY,,
59553,Boise,ID,,
59554,Anchorage,AK,,
59556,Chino,CA,,
59557,Syracuse,NY,,
59558,New City,NY,,
59559,Staten Island,NY,,
59560,Waterford,CT,,
59561,Dayton,OH,,
59562,Wyoming,MN,,
59563,Telford,PA,,
59564,Louisville,OH,,
59565,Beverly,MA,,
59566,Davidsville,PA,,
59567,Center Valley,PA,,
59568,Green Castle,PA,,
59569,Bridgton,ME,,
59570,Fenton,MO,,
59571,Phoenix,AZ,,
59572,Murrells Inlet /  Burgess Community,SC,,
59573,Nashua,NH,,
59574,San Diego,CA,,
59575,Twinsburg,OH,,
59576,Blacklick,OH,,
59577,Willimantic,CT,,
59578,Beaverton,OR,,
59579,Nashua,NH,,
59580,Gorham,ME,,
59581,Lawton,MI,,
59582,Baton Rouge,LA,,
59583,Lexinton,SC,,
59584,Denver,CO,,
59585,Conway,PA,,
59586,Port Charlotte,FL,,
59587,Newcastle,DE,,
59588,Sedona,AZ,,
59589,Georgetown,SC,,
59590,Fredericksburg,VA,,
59591,Bountiful,UT,,
59592,Hot Springs,AR,,
59594,Knoxville,TN,,
59595,Zeeland,MI,,
59596,Edmond,OK,,
59597,Pacifica/Daly City,CA,,
59598,Oceanside,NY,,
59599,Sandy,UT,,
59600,Fayetteville,WV,,
59601,West Bloomfield,MI,,
59602,Port Chester,NY,,
59604,Las Vegas,NV,,
59605,North Myrtle Beach,SC,,
59606,Pea Ridge,AR,,
59607,Toms River,NJ,,
59608,Genoa City,WI,,
59609,Sandwich,MA,,
59610,Spanish Fort,AL,,
59611,Greensburg,PA,,
59612,Jeffersonville,KY,,
59613,St. Petersburg Beach,FL,,
59614,Fargo,ND,,
59615,Lowell,MA,,
59616,Alachua,FL,,
59617,Delmar,MD,,
59618,St. Petersburg Beach,FL,,
59619,Carriere,MS,,
59621,McMechen,WV,,
59622,Orlando,FL,,
59623,Potomac,MD,,
59624,Annapolis,MD,,
59625,Nashville,TN,,
59626,Nashville,TN,,
59627,Portsmouth,NH,,
59628,Knoxville,TN,,
59629,Amarillo,TX,,
59630,Bradford,PA,,
59631,Lula,GA,,
59632,Cumming,GA,,
59633,Calhoun,GA,,
59634,Calhoun,GA,,
59635,Spotsylvania,VA,,
59636,Woonsocket,RI,,
59637,Edmond,OK,,
59638,Prairie Grove,AR,,
59639,Liberty,MO,,
59640,Sioux Falls (at UT 33 and Southeastern),SD,,
59641,Gainesville,GA,,
59642,Stewartstown,PA,,
59643,Greenwich,CT,,
59644,Beaverton,OR,,
59645,Orangeburg,NY,,
59646,Yulee,FL,,
59647,Farmington Hills,MI,,
59648,St. Paul (around),MN,,
59649,Winchester,KY,,
59650,Rosemount,MN,,
59651,Las Vegas,NV,,
59652,Eden Prairie,MN,,
59653,Raleigh,NC,,
59654,Oakley,CA,,
59655,Silverton,OR,,
59656,Salem,NH,,
59657,Alexandria,VA,,
59658,Racine,WI,,
59659,Minneapolis,MN,,
59660,Port Matilda,PA,,
59661,East Haven,CT,,
59662,Chicago,IL,,
59663,Port Angeles,WA,,
59664,Pomona,CA,,
59665,Wildwood Crest,NJ,,
59666,El Monte,CA,,
59667,Gaylord,MI,,
59668,Brandon,FL,,
59669,Jackson,NJ,,
59670,Lavallette,NJ,,
59671,Merritt Island,FL,,
59672,Culver City,CA,,
59673,Paradise Valley,AZ,,
59674,Thornton,CO,,
59675,Kenmore,NY,,
59676,Rochester,NY,,
59677,Crestwood,IL,,
59678,Holiday,FL,,
59679,Gardnerville,NV,,
59681,Ashland,NH,,
59682,Butte,AK,,
59683,Harrisburg,NC,,
59684,Macomb Township,MI,,
59685,New York City,NY,,
59686,Lynchburg,OH,,
59687,Gaithersburg,MD,,
59688,Slatington,PA,,
59689,Sedalia,MO,,
59690,Muncy,PA,,
59691,North Salem,NH,,
59692,New York City (Brooklyn),NY,,
59694,Williamsport,PA,,
59695,Delaware,OH,,
59696,Baldwin Borough,PA,,
59697,Dover,NH,,
59698,Mechanicsburg,PA,,
59699,Kaukauna,WI,,
59700,Alexandria,VA,,
59701,Smyrna,DE,,
59702,Brooklyn Park,MN,,
59703,Fallston,MD,,
59704,Anchorage,AK,,
59705,South Gate,CA,,
59706,Wyocena,WI,,
59707,Warsaw,KY,,
59708,Newport,OR,,
59709,Lake Tapps,WA,,
59710,Glenarm,IL,,
59711,New York City (Manhattan),NY,,
59712,Keokuk,IA,,
59713,Poynette,WI,,
59714,Bellevue,NE,,
59716,Saint Cloud,MN,,
59717,Corunna,MI,,
59718,Charlotte,NC,,
59719,Jonesboro,IL,,
59720,Dallas (DFW Airport),TX,,
59721,Saint Petersburg,FL,,
59722,North Babylon,NY,,
59723,Pueblo,CO,,
59724,Los Angeles,CA,,
59725,Southgate,CA,,
59727,Oakdale,CA,,
59728,Hixson,TN,,
59729,College Station,TX,,
59730,Commerce City,CO,,
59732,Rather not say.,IL,,
59733,Juneau,AK,,
59734,Myrtle Beach,SC,,
59736,Alto,NM,,
59737,Palm Springs,FL,,
59738,Palm Spings,CA,,
59739,St. Louis,MO,,
59740,Whitinsville,MA,,
59741,Southaven,MS,,
59742,Liberty,IL,,
59743,Salem,OR,,
59744,Pismo,CA,,
59745,Vadnais Heights,MN,,
59747,Daytona Beach,FL,,
59748,York,ME,,
59749,Salton Sea,CA,,
59750,York,ME,,
59751,Princeton,NJ,,
59752,Lakewood,WA,,
59753,New Milford,CT,,
59754,Skiatook,OK,,
59755,Midwest City,OK,,
59756,Metairie,LA,,
59757,Grants Pass,OR,,
59758,Indian Rocks Beach,FL,,
59759,Hartford,CT,,
59760,Lebanon,OR,,
59761,Sumner,WA,,
59762,Kingston,WA,,
59763,Hawley,PA,,
59765,East Windsor,CT,,
59766,Urbana,OH,,
59767,Charleston,SC,,
59768,Wallingford,KY,,
59769,West Point,VA,,
59770,Chillicothe,OH,,
59771,Lima,OH,,
59772,Breaks,VA,,
59773,Hesperia,CA,,
59774,Lauderhill,FL,,
59775,St. Simons Island,GA,,
59776,Longmont,CO,,
59777,Eastham,MA,,
59778,Mercedes,TX,,
59779,Hilo,HI,,
59780,Muskegon,MI,,
59781,Staten Island,NY,,
59783,Cotton,MN,,
59784,Lugoff,SC,,
59785,Manchester,NH,,
59787,Beaverton,OR,,
59788,Edina,MN,,
59789,Stanton,DE,,
59790,Rowley,MA,,
59791,Lauderhill,FL,,
59792,Kingsport,TN,,
59793,New York City (East Harlem),NY,,
59794,Rome,NY,,
59795,Thornton,CO,,
59798,Liberty,KY,,
59799,Holland,MI,,
59800,Wichita Falls,TX,,
59802,Ocala,FL,,
59803,Cedar Rapids,IA,,
59804,Statesboro,GA,,
59805,Bluff City,TN,,
59806,Ocean City,MD,,
59807,Centereach,NY,,
59808,Rochester,NY,,
59809,Williamsport,PA,,
59810,Rolling Meadows,IL,,
59811,Sparks/Spanish Springs,NV,,
59812,Keyser,WV,,
59813,Connelsville,PA,,
59814,Lima,OH,,
59815,Bel,NY,,
59816,Faribault,MN,,
59817,Faribault,MN,,
59818,Medford,OR,,
59819,Belcamp,MD,,
59820,Westminster,MD,,
59821,Washington,VT,,
59822,Valley Center,KS,,
59823,Utica,NY,,
59824,Lakewood,OH,,
59825,Thackerville,OK,,
59827,Cincinnati,OH,,
59828,Eagle Point,OR,,
59829,Sturgeon Bay,WI,,
59830,Ames,IA,,
59831,Weverville,NC,,
59832,Shreveport,LA,,
59833,Fort Myers,FL,,
59834,Fort Myers,FL,,
59835,Eden,VT,,
59836,Fenton,MO,,
59837,Carlisle,PA,,
59838,Woodbridge,NJ,,
59839,Laguna Beach,CA,,
59840,Amberg,WI,,
59841,Kearns,UT,,
59842,Easton,PA,,
59843,Yakima,WA,,
59844,Woodbridge,NJ,,
59845,Spring valley,CA,,
59846,Gulf of Mexico,FL,,
59847,Joppa,MD,,
59848,St. Cloud,MN,,
59849,Roy,UT,,
59850,Sprague River,OR,,
59851,Stoughton,MA,,
59852,Lemoyne,NE,,
59854,Austin,IN,,
59855,Manteca,CA,,
59856,Keswick,VA,,
59857,Elbow Lake,MN,,
59858,Ventura,CA,,
59859,Raleigh,NC,,
59860,Loveland,OH,,
59862,Jordan,MN,,
59863,Astoria,OR,,
59864,Burlington,NC,,
59865,Lorton,VA,,
59866,Bismarck,ND,,
59868,Stockton,CA,,
59869,Liverpool,NY,,
59870,Northfield,MA,,
59871,Mokena,IL,,
59872,Modesto,CA,,
59873,Mt. Washington,KY,,
59874,Hollis Center,ME,,
59875,Bethany Beach,DE,,
59876,New Brunswick,NJ,,
59877,Marrietta,PA,,
59878,Lawndale,CA,,
59879,Wooster,OH,,
59880,Delmar,NY,,
59881,Lima,OH,,
59882,Chattanooga,TN,,
59883,Chattanooga,TN,,
59884,Pepperell,MA,,
59886,Long Beach,CA,,
59887,Nipomo,CA,,
59889,Mechanicsburg (near),PA,,
59890,Lewisburg,WV,,
59891,West Jefferson,NC,,
59892,Swansea,MA,,
59893,Rigby,ID,,
59895,Olympia/Nisqually Valley,WA,,
59896,Buffalo,NY,,
59898,Fremont,CA,,
59899,Priest Lake,ID,,
59900,Haven Beach,NJ,,
59902,Sparks,NV,,
59903,Hill City,KS,,
59904,Delaware,OH,,
59905,Davenport,ND,,
59906,Grand junction,CO,,
59907,Haven Beach,NJ,,
59908,Brantingham,NY,,
59910,Spanaway,WA,,
59911,Worcester,MA,,
59912,Sunset Beach,OH,,
59913,Oxford,MA,,
59914,Bethany Beach,DE,,
59916,Marina del Rey/Playa Vista,CA,,
59917,Asheville,NC,,
59918,Owasso,OK,,
59919,Hilliard,OH,,
59920,Mt. Laguna,CA,,
59921,Guilford,VT,,
59922,Gulf shores,AL,,
59923,Oxnard,CA,,
59924,Sioux Falls,SD,,
59926,Palmer,AK,,
59927,Elkins Park,PA,,
59929,Thomasville,PA,,
59930,Lebanon,OR,,
59931,Plummer,ID,,
59933,Brandon,FL,,
59934,Cumberland,RI,,
59935,Carrolton,TX,,
59936,Unadilla,GA,,
59937,Salem,OR,,
59938,Forrest City,AR,,
59939,Ottawa,IL,,
59940,North Ogden,UT,,
59941,Council Bluffs,IA,,
59943,Atlanta,GA,,
59944,Chattanooga,TN,,
59945,Goleta (Goleta Beach Park),CA,,
59947,Las Vegas,NM,,
59949,Johnson City,TN,,
59950,Johnson City,TN,,
59951,East Palo Alto,CA,,
59952,Hartford,AL,,
59953,Eden Prairie,MN,,
59954,Knoxville,TN,,
59955,Archer,FL,,
59956,Streetsboro,OH,,
59957,Chattanooga,TN,,
59958,Antioch,CA,,
59959,Homewood,AL,,
59961,Westford,VT,,
59962,Lakeville,MN,,
59963,Savage,MN,,
59964,Lakeville,MN,,
59965,Lakeville,MN,,
59966,Chanhassen,MN,,
59967,Minneapolis,MN,,
59968,Minnetonka,MN,,
59969,LakeView,MN,,
59970,Shakopee,MN,,
59971,Minnetonka,MN,,
59972,Grass Valley,CA,,
59973,Edina,MN,,
59974,Salem,VA,,
59975,Prior Lake,MN,,
59976,Minneapolis,MN,,
59977,Lakeville,MN,,
59978,Minneapolis,MN,,
59979,Minnetonka,MN,,
59980,Valley City,ND,,
59981,Colleyville,TX,,
59983,Lowell,MA,,
59984,East Pittsburgh,PA,,
59985,Hayfield,MN,,
59986,Monterey Park,CA,,
59987,Monterey Park,CA,,
59988,Las Vegas,NV,,
59989,Pike Creek,DE,,
59990,Concord,NC,,
59991,Fonda,NY,,
59992,Minneapolis,MN,,
59993,Spokane,WA,,
59994,Fergus Falls,MN,,
59995,Old Bethpage (Long Island),NY,,
59998,Runnemede,NJ,,
59999,Falmouth,MA,,
60000,West Falls,NY,,
60001,Fremont,MI,,
60002,New York City (Brooklyn),NY,,
60003,East Fultonham,OH,,
60004,Monson,MA,,
60005,Decatur,TN,,
60006,Lancaster,PA,,
60007,Dacula,GA,,
60008,Englewood,FL,,
60009,"Slippery Rock Township, near New Castle",PA,,
60010,Romney,WV,,
60011,Pelican Rapids,MN,,
60012,Sayville/Blue Point (general area),NY,,
60013,Galveston,TX,,
60014,Newburyport,MA,,
60015,Cortland,NY,,
60016,Chicago,IL,,
60017,Raeford,NC,,
60018,Vallejo,CA,,
60019,New Orleans,LA,,
60020,Winneconne,WI,,
60021,West Harwich,MA,,
60022,Olmsteadville,NY,,
60023,Gig Harbor,WA,,
60024,Groton Long Point,RI,,
60025,Chino Hills,CA,,
60026,Metairie,LA,,
60027,Old Field,NY,,
60028,Quincy,MA,,
60030,Niles,IL,,
60031,Sandwich,MA,,
60032,Plymouth,CT,,
60033,Dover,DE,,
60034,Scarborough,ME,,
60035,N. Hollywood,CA,,
60036,Burbank,CA,,
60037,Sauk Rapids,MN,,
60038,Seaside,OR,,
60039,Ft. Lauderdale,FL,,
60040,Deming,NM,,
60041,Silverthorne,CO,,
60042,Newton,IA,,
60043,Antioch,CA,,
60044,Santa Cruz,CA,,
60045,Hershey,PA,,
60046,O'Fallon,MO,,
60047,Callaway,FL,,
60048,Guthrie,OK,,
60049,Rice,MN,,
60050,Portland,OR,,
60051,Rochester,MN,,
60052,Vancouver,WA,,
60053,Tuscarawas County,OH,,
60054,Tullytown,PA,,
60055,Wildwood Crest,NJ,,
60056,Centerville,ME,,
60057,Greenville,SC,,
60058,Fresno (north of; on I-5),CA,,
60059,Indian Land,SC,,
60060,South Gate,CA,,
60061,Savannah,GA,,
60062,Hayward,CA,,
60063,Mechanicsburg,PA,,
60064,Palmyra,PA,,
60065,Irondequoit,NY,,
60066,Bayfield,WI,,
60067,Key Largo,FL,,
60068,Weddington/Wesley Chapel,NC,,
60069,Torrington,WY,,
60070,Plymouth,MA,,
60071,Lumberton,NJ,,
60072,Marietta,GA,,
60073,Newton,NC,,
60074,Reno,NV,,
60075,Groveport,OH,,
60076,Hudson,OH,,
60077,Reading,PA,,
60078,Essex,MD,,
60079,North Mountain area,AZ,,
60080,Maiden,NC,,
60081,Westland,MI,,
60082,Owatonna,MN,,
60083,Portland,OR,,
60084,American Fork,UT,,
60085,Modesto,CA,,
60086,Torrington,WY,,
60087,Rehoboth Beach,DE,,
60088,New Jersey,NJ,,
60089,Centerville,IA,,
60090,Tooele,UT,,
60091,Denver,CO,,
60092,Lancaster,PA,,
60093,Croswell,MI,,
60095,Rio Rancho,NM,,
60096,Wasilla,AK,,
60097,Mt. Juliet,TN,,
60098,Portland,OR,,
60099,Lake Worth,FL,,
60101,Lincoln,VT,,
60102,Bend,OR,,
60103,Morton grove,IL,,
60105,Moss,TN,,
60106,Gearhart,OR,,
60107,Buena Park,CA,,
60108,Casper,WY,,
60109,Mount Morris,IL,,
60110,West Point,IA,,
60111,Ellsworth,KS,,
60112,Jonesboro,IL,,
60113,Wilson Lake,KS,,
60114,Phillipsburg,NJ,,
60115,San Diego,CA,,
60116,Tulsa,OK,,
60117,Minneapolis,MN,,
60118,Las Vegas,NV,,
60119,Atlanta,GA,,
60120,Cranberry twp (7 Fields),PA,,
60121,Fairfax,VA,,
60122,Richmond,VA,,
60123,Florence,OR,,
60124,Rupert,WV,,
60125,Port Townsend,WA,,
60126,Virginia Beach,VA,,
60127,Knoxville,TN,,
60128,Bozeman,MT,,
60129,Reynoldsburg,OH,,
60130,New Orleans,LA,,
60131,Johnstown,OH,,
60132,Pilot Point,TX,,
60133,Sandwich,MA,,
60134,Las Vegas,NV,,
60135,Warwick,RI,,
60136,Boston,MA,,
60137,Warner Robins,GA,,
60138,Jefferson City,TN,,
60139,Long Beach Island (North Beach),NJ,,
60140,Reno,NV,,
60141,Reno,NV,,
60142,Lewisville,TX,,
60144,Lees Summit,MO,,
60145,Glenmoore,PA,,
60146,Hicksville,NY,,
60147,Mastic Beach,NY,,
60148,Independence,KY,,
60149,Powell,OH,,
60150,Barboursville,WV,,
60151,Franklin,NC,,
60152,Gamrbrills,MD,,
60153,Gonzales,LA,,
60154,Champlin,MN,,
60155,Torrington,WY,,
60156,North Central Upper Peninsula,MI,,
60157,Adamsville,TN,,
60158,Lagrange,NY,,
60159,Langhorne,PA,,
60160,Harveys Lake,PA,,
60161,Ottawa,IL,,
60162,Oak Creek,WI,,
60163,Tempe,AZ,,
60164,Marseilles,IL,,
60165,Tempe,AZ,,
60166,New Hope,PA,,
60167,Evanston,WY,,
60168,Ventura,CA,,
60169,Miamisburg,OH,,
60170,Honolulu,HI,,
60171,Las Cruces,NM,,
60172,Ladysmith,WI,,
60173,Ridgway,PA,,
60174,Paragould,AR,,
60175,Minneapolis,MN,,
60176,Barnesville,GA,,
60177,Port St John,FL,,
60178,Barnesville,GA,,
60179,Signal hill,CA,,
60181,Buffalo,NY,,
60182,Long Beach,CA,,
60183,Los Angeles,CA,,
60184,Lansing,MI,,
60186,Astoria,OR,,
60187,Phoenix,AZ,,
60188,Oak Lawn,IL,,
60189,Casa Grande,AZ,,
60190,Aurora,CO,,
60191,Hesperia,CA,,
60192,Shelton,WA,,
60193,Cedar Falls,IA,,
60195,Cedar City,UT,,
60196,Lombard,IL,,
60197,Garland,TX,,
60198,Los Angeles,CA,,
60199,Bullhead City,AZ,,
60200,Omaha,NE,,
60201,Bullhead City,AZ,,
60202,Kalamazoo,MI,,
60204,Wheaton,IL,,
60205,Hendersom,NV,,
60206,Oceanside (viewing east county),CA,,
60207,Dousman,WI,,
60208,East Setauket,NY,,
60209,Tacna,AZ,,
60210,York,ME,,
60211,Kettering,OH,,
60213,Ft. Lauderdale,FL,,
60214,Aloha,OR,,
60215,Sacramento,CA,,
60216,Warner Springs,CA,,
60217,Palm Desert,CA,,
60218,Syracuse (20-30 mins away from),NY,,
60219,New York City (Manhattan),NY,,
60220,Smithfield,RI,,
60222,Phoenix,AZ,,
60223,Spokane,WA,,
60224,Cedar Rapids,IA,,
60225,Washougal,WA,,
60226,Sterling,IL,,
60227,Muskegon,MI,,
60228,Lincoln,NE,,
60229,Fontana,CA,,
60230,Radium Springs,NM,,
60231,Chincoteague Island,VA,,
60233,Boise,ID,,
60234,Garden Grove,CA,,
60235,Ridgway,PA,,
60236,Bailey,CO,,
60237,Warren,MI,,
60238,Bedford,NH,,
60239,Batavia,NY,,
60240,Warren,MI,,
60241,Boulder,CO,,
60242,Lowell,NH,,
60243,Bremerton,WA,,
60245,Stamford,CT,,
60246,Coconut Creek,FL,,
60247,Manchester,CT,,
60248,Flushing,MI,,
60249,Boston,MA,,
60250,Nashua,NH,,
60251,Narragansett,RI,,
60252,Huntington,NY,,
60253,Salem,MA,,
60254,Greenwood,IN,,
60255,Lincoln,AR,,
60256,Rexford,NY,,
60257,Narragansett,RI,,
60258,Bay Shore (Long Island),NY,,
60259,Brookfield,WI,,
60260,Naperville,IL,,
60261,Pittsburgh,PA,,
60262,Centennial,CO,,
60264,Collinsville,CT,,
60265,Norwalk,CA,,
60266,Littleton,CO,,
60267,Wichita,KS,,
60268,Great Falls,MT,,
60269,Oceanside,CA,,
60270,Mountain Home,ID,,
60271,San Clemente,CA,,
60272,Sun City West,AZ,,
60273,Paradise,CA,,
60274,Yucca Valley,CA,,
60275,Long Beach,CA,,
60276,Colorado Springs,CO,,
60277,Scandia,MN,,
60278,Gresham,OR,,
60279,Greeley,CO,,
60280,Boston,MA,,
60281,Webster,NY,,
60282,Vancouver,WA,,
60283,Rochester,NY,,
60284,Modena,NY,,
60285,Yellville,AR,,
60286,Webster,NY,,
60287,Wayne,MI,,
60288,Norwalk/Westport (between on Ct 15),CT,,
